a1 	110.80 	109 	1 	218 	13.353 	10.850 	3.41e-03 	2.00e-03
a2 	26.37 	27 	1 	54 	3.261 	2.650 	3.41e-03 	2.00e-03
a3 	6445.43 	6384 	1 	12768 	785.640 	638.350 	3.41e-03 	2.00e-03
a4 	3636.71 	3583 	1 	7166 	440.911 	358.250 	3.41e-03 	2.00e-03
a5 	6230.20 	6492 	1 	12984 	798.932 	649.150 	3.41e-03 	2.00e-03
a6 	7141.23 	6725 	1 	13450 	827.608 	672.450 	3.41e-03 	2.00e-03
a7 	5742.74 	5880 	1 	11760 	723.611 	587.950 	3.41e-03 	2.00e-03
a8 	160.38 	168 	1 	336 	20.615 	16.750 	3.41e-03 	2.00e-03
a9 	103.85 	100 	1 	200 	12.246 	9.950 	3.41e-03 	2.00e-03
a10 	1615.93 	1718 	1 	3436 	211.379 	171.750 	3.41e-03 	2.00e-03
a11 	815.52 	768 	1 	1536 	94.459 	76.750 	3.41e-03 	2.00e-03
a12 	254.64 	257 	1 	514 	31.568 	25.650 	3.41e-03 	2.00e-03
a13 	2436.52 	2351 	1 	4702 	289.285 	235.050 	3.41e-03 	2.00e-03
a14 	106.97 	106 	1 	212 	12.984 	10.550 	3.41e-03 	2.00e-03
a15 	4.85 	5 	1 	10 	0.554 	0.450 	3.41e-03 	2.00e-03
a16 	12439.88 	13461 	1 	26922 	1656.632 	1346.050 	3.41e-03 	2.00e-03
a17 	139.90 	150 	1 	300 	18.400 	14.950 	3.41e-03 	2.00e-03
a18 	85.15 	85 	1 	170 	10.400 	8.450 	3.41e-03 	2.00e-03
a19 	59.70 	61 	1 	122 	7.446 	6.050 	3.41e-03 	2.00e-03
a20 	106.64 	106 	1 	212 	12.984 	10.550 	3.41e-03 	2.00e-03
a21 	585.76 	598 	1 	1196 	73.536 	59.750 	3.41e-03 	2.00e-03
a22 	1240.69 	1181 	1 	2362 	145.288 	118.050 	3.41e-03 	2.00e-03
a23 	455.10 	427 	1 	854 	52.491 	42.650 	3.41e-03 	2.00e-03
a24 	2088.36 	1943 	1 	3886 	239.070 	194.250 	3.41e-03 	2.00e-03
a25 	7.94 	8 	1 	16 	0.923 	0.750 	3.41e-03 	2.00e-03
a26 	760.90 	747 	1 	1494 	91.874 	74.650 	3.41e-03 	2.00e-03
a27 	1045.52 	1091 	1 	2182 	134.212 	109.050 	3.41e-03 	2.00e-03
