a1 	108.58 	118 	1 	236 	11.806 	11.750 	2.03e-03 	2.00e-03
a2 	26.82 	33 	1 	66 	3.266 	3.250 	2.03e-03 	2.00e-03
a3 	6383.59 	5932 	1 	11864 	595.985 	593.150 	2.03e-03 	2.00e-03
a4 	3080.61 	2994 	1 	5988 	300.781 	299.350 	2.03e-03 	2.00e-03
a5 	3583.24 	3269 	1 	6538 	328.412 	326.850 	2.03e-03 	2.00e-03
a6 	6491.93 	5660 	1 	11320 	568.655 	565.950 	2.03e-03 	2.00e-03
a7 	6725.36 	6237 	1 	12474 	626.631 	623.650 	2.03e-03 	2.00e-03
a8 	5880.17 	5555 	1 	11110 	558.105 	555.450 	2.03e-03 	2.00e-03
a9 	167.69 	179 	1 	358 	17.935 	17.850 	2.03e-03 	2.00e-03
a10 	100.00 	108 	1 	216 	10.801 	10.750 	2.03e-03 	2.00e-03
a11 	1718.09 	1598 	1 	3196 	160.514 	159.750 	2.03e-03 	2.00e-03
a12 	768.04 	820 	1 	1640 	82.342 	81.950 	2.03e-03 	2.00e-03
a13 	257.46 	261 	1 	522 	26.175 	26.050 	2.03e-03 	2.00e-03
a14 	2350.71 	2246 	1 	4492 	225.623 	224.550 	2.03e-03 	2.00e-03
b1 	5.05 	5 	1 	10 	0.452 	0.450 	2.03e-03 	2.00e-03
b2 	13460.63 	13797 	1 	27594 	1386.245 	1379.650 	2.03e-03 	2.00e-03
b3 	149.61 	132 	1 	264 	13.213 	13.150 	2.03e-03 	2.00e-03
b4 	85.10 	89 	1 	178 	8.892 	8.850 	2.03e-03 	2.00e-03
b5 	758.36 	753 	1 	1506 	75.610 	75.250 	2.03e-03 	2.00e-03
b6 	1158.00 	1152 	1 	2304 	115.700 	115.150 	2.03e-03 	2.00e-03
b7 	644.64 	678 	1 	1356 	68.074 	67.750 	2.03e-03 	2.00e-03
b8 	1942.55 	1843 	1 	3686 	185.131 	184.250 	2.03e-03 	2.00e-03
c1 	10.29 	10 	1 	20 	0.955 	0.950 	2.03e-03 	2.00e-03
c2 	1830.88 	1641 	1 	3282 	164.834 	164.050 	2.03e-03 	2.00e-03
c3 	1428.14 	1423 	1 	2846 	142.930 	142.250 	2.03e-03 	2.00e-03
c4 	623.18 	760 	1 	1520 	76.313 	75.950 	2.03e-03 	2.00e-03
c5 	468.72 	501 	1 	1002 	50.289 	50.050 	2.03e-03 	2.00e-03
c6 	306.95 	272 	1 	544 	27.280 	27.150 	2.03e-03 	2.00e-03
c7 	13.59 	13 	1 	26 	1.256 	1.250 	2.03e-03 	2.00e-03
