a1 	107.02 	118 	1 	236 	13.730 	11.750 	3.12e-03 	2.00e-03
a2 	30.15 	33 	1 	66 	3.798 	3.250 	3.12e-03 	2.00e-03
a3 	6078.98 	5932 	1 	11864 	693.079 	593.150 	3.12e-03 	2.00e-03
a4 	2982.41 	2994 	1 	5988 	349.782 	299.350 	3.12e-03 	2.00e-03
a5 	3321.63 	3269 	1 	6538 	381.915 	326.850 	3.12e-03 	2.00e-03
a6 	6125.18 	5660 	1 	11320 	661.296 	565.950 	3.12e-03 	2.00e-03
a7 	6722.82 	6237 	1 	12474 	728.717 	623.650 	3.12e-03 	2.00e-03
a8 	5798.07 	5555 	1 	11110 	649.027 	555.450 	3.12e-03 	2.00e-03
a9 	183.89 	179 	1 	358 	20.857 	17.850 	3.12e-03 	2.00e-03
a10 	102.03 	108 	1 	216 	12.561 	10.750 	3.12e-03 	2.00e-03
a11 	1611.37 	1598 	1 	3196 	186.663 	159.750 	3.12e-03 	2.00e-03
a12 	756.06 	820 	1 	1640 	95.756 	81.950 	3.12e-03 	2.00e-03
a13 	259.83 	261 	1 	522 	30.439 	26.050 	3.12e-03 	2.00e-03
a14 	2363.77 	2246 	1 	4492 	262.380 	224.550 	3.12e-03 	2.00e-03
b1 	5.11 	5 	1 	10 	0.526 	0.450 	3.12e-03 	2.00e-03
b2 	13950.62 	13797 	1 	27594 	1612.081 	1379.650 	3.12e-03 	2.00e-03
b3 	132.87 	132 	1 	264 	15.365 	13.150 	3.12e-03 	2.00e-03
b4 	84.89 	89 	1 	178 	10.341 	8.850 	3.12e-03 	2.00e-03
b5 	732.51 	753 	1 	1506 	87.927 	75.250 	3.12e-03 	2.00e-03
b6 	1095.71 	1152 	1 	2304 	134.549 	115.150 	3.12e-03 	2.00e-03
b7 	675.75 	678 	1 	1356 	79.164 	67.750 	3.12e-03 	2.00e-03
b8 	1831.17 	1843 	1 	3686 	215.291 	184.250 	3.12e-03 	2.00e-03
c1 	9.93 	10 	1 	20 	1.110 	0.950 	3.12e-03 	2.00e-03
c2 	1765.55 	1641 	1 	3282 	191.688 	164.050 	3.12e-03 	2.00e-03
c3 	1488.02 	1423 	1 	2846 	166.215 	142.250 	3.12e-03 	2.00e-03
c4 	721.25 	760 	1 	1520 	88.745 	75.950 	3.12e-03 	2.00e-03
c5 	462.04 	501 	1 	1002 	58.482 	50.050 	3.12e-03 	2.00e-03
c6 	282.39 	272 	1 	544 	31.724 	27.150 	3.12e-03 	2.00e-03
c7 	13.78 	13 	1 	26 	1.461 	1.250 	3.12e-03 	2.00e-03
c8 	269.90 	272 	1 	544 	31.724 	27.150 	3.12e-03 	2.00e-03
c9 	22.60 	23 	1 	46 	2.629 	2.250 	3.12e-03 	2.00e-03
c10 	413.68 	400 	1 	800 	46.680 	39.950 	3.12e-03 	2.00e-03
c11 	223.25 	209 	1 	418 	24.363 	20.850 	3.12e-03 	2.00e-03
c12 	6.57 	6 	1 	12 	0.643 	0.550 	3.12e-03 	2.00e-03
c13 	4.85 	5 	1 	10 	0.526 	0.450 	3.12e-03 	2.00e-03
d1 	6.60 	7 	1 	14 	0.760 	0.650 	3.12e-03 	2.00e-03
d2 	182.46 	189 	1 	378 	22.026 	18.850 	3.12e-03 	2.00e-03
d3 	53.90 	53 	1 	106 	6.134 	5.250 	3.12e-03 	2.00e-03
d4 	29.53 	30 	1 	60 	3.447 	2.950 	3.12e-03 	2.00e-03
d5 	414.28 	379 	1 	758 	44.227 	37.850 	3.12e-03 	2.00e-03
e1 	6.89 	7 	1 	14 	0.760 	0.650 	3.12e-03 	2.00e-03
e2 	302.36 	300 	1 	600 	34.996 	29.950 	3.12e-03 	2.00e-03
e3 	251.86 	238 	1 	476 	27.751 	23.750 	3.12e-03 	2.00e-03
e4 	7.09 	7 	1 	14 	0.760 	0.650 	3.12e-03 	2.00e-03
e5 	32.88 	32 	1 	64 	3.681 	3.150 	3.12e-03 	2.00e-03
e6 	165.99 	159 	1 	318 	18.520 	15.850 	3.12e-03 	2.00e-03
e7 	160.92 	160 	1 	320 	18.637 	15.950 	3.12e-03 	2.00e-03
e8 	169.82 	167 	1 	334 	19.455 	16.650 	3.12e-03 	2.00e-03
e9 	3892.59 	4071 	1 	8142 	475.626 	407.050 	3.12e-03 	2.00e-03
e10 	3369.47 	3653 	1 	7306 	426.784 	365.250 	3.12e-03 	2.00e-03
e11 	48.11 	51 	1 	102 	5.901 	5.050 	3.12e-03 	2.00e-03
e12 	137.95 	145 	1 	290 	16.884 	14.450 	3.12e-03 	2.00e-03
e13 	47.23 	49 	1 	98 	5.667 	4.850 	3.12e-03 	2.00e-03
e14 	144.15 	144 	1 	288 	16.768 	14.350 	3.12e-03 	2.00e-03
e15 	12.59 	12 	1 	24 	1.344 	1.150 	3.12e-03 	2.00e-03
e16 	25.04 	24 	1 	48 	2.746 	2.350 	3.12e-03 	2.00e-03
f1 	35.00 	36 	1 	72 	4.148 	3.550 	3.12e-03 	2.00e-03
f2 	53.70 	54 	1 	108 	6.251 	5.350 	3.12e-03 	2.00e-03
f3 	76.69 	77 	1 	154 	8.939 	7.650 	3.12e-03 	2.00e-03
f4 	259.14 	262 	1 	524 	30.556 	26.150 	3.12e-03 	2.00e-03
f5 	205.78 	204 	1 	408 	23.778 	20.350 	3.12e-03 	2.00e-03
f6 	94.95 	97 	1 	194 	11.276 	9.650 	3.12e-03 	2.00e-03
f7 	277.62 	266 	1 	532 	31.023 	26.550 	3.12e-03 	2.00e-03
f8 	262.31 	255 	1 	510 	29.738 	25.450 	3.12e-03 	2.00e-03
f9 	96.63 	94 	1 	188 	10.925 	9.350 	3.12e-03 	2.00e-03
f10 	13.90 	14 	1 	28 	1.577 	1.350 	3.12e-03 	2.00e-03
g1 	4248.67 	4299 	1 	8598 	502.267 	429.850 	3.12e-03 	2.00e-03
g2 	8.23 	8 	1 	16 	0.876 	0.750 	3.12e-03 	2.00e-03
g3 	3.00 	3 	1 	6 	0.292 	0.250 	3.12e-03 	2.00e-03
g4 	4164.09 	4410 	1 	8820 	515.237 	440.950 	3.12e-03 	2.00e-03
g5 	11299.37 	11016 	1 	22032 	1287.129 	1101.550 	3.12e-03 	2.00e-03
